age,agedef,c_birth,unit,sex,geo\time	2016 	2015 	2014 	2013 
Y55-59,COMPLET,EFTA_FOR,NR,F,HR	0 	2 	3.0 	1.0 
Y55-59,COMPLET,EFTA_FOR,NR,F,IE	2 	1 	0 	1 
Y55-59,COMPLET,EFTA_FOR,NR,F,IS	1 	1 	0 	1 
Y55-59,COMPLET,EFTA_FOR,NR,F,IT	27 	14 	31 	33 
Y55-59,COMPLET,EFTA_FOR,NR,F,LT	0 	0 	0 	0 
Y55-59,COMPLET,EFTA_FOR,NR,F,LU	3 	: 	: 	2 
Y55-59,COMPLET,EFTA_FOR,NR,F,MT	2 	2 	2 	2 
Y55-59,COMPLET,EFTA_FOR,NR,F,NO	6 	13 	7 	6 
Y55-59,COMPLET,EFTA_FOR,NR,F,PL	0 ep	0 p	0 p	0 
Y55-59,COMPLET,EFTA_FOR,NR,F,RO	1 	1 	0 	0 
Y55-59,COMPLET,EFTA_FOR,NR,F,SE	32 	35 	33 	46 
Y55-59,COMPLET,EFTA_FOR,NR,F,SI	1 	0 	2 	0 
Y55-59,COMPLET,EFTA_FOR,NR,F,UK	38 	37 	24 	17 
Y55-59,COMPLET,EFTA_FOR,NR,M,AT	15 	9 	14 	9 
Y55-59,COMPLET,EFTA_FOR,NR,M,BE	9 	6 	4 	7 
Y55-59,COMPLET,EFTA_FOR,NR,M,BG	0 	1 	2 p	1 p
Y55-59,COMPLET,EFTA_FOR,NR,M,EL	2 b	1 	1 	2 
Y55-59,COMPLET,EFTA_FOR,NR,M,ES	88 	82 	95 	76 
Y55-59,COMPLET,EFTA_FOR,NR,M,FI	1 	1 	2 	0 
Y55-59,COMPLET,EFTA_FOR,NR,M,HR	1 	4 	4.0 	1.0 
Y55-59,COMPLET,EFTA_FOR,NR,M,IE	2 	1 	1 	0 
Y55-59,COMPLET,EFTA_FOR,NR,M,IS	0 	1 	2 	0 
Y55-59,COMPLET,EFTA_FOR,NR,M,IT	28 	31 	21 	21 
Y55-59,COMPLET,EFTA_FOR,NR,M,LT	0 	2 	2 	2 
Y55-59,COMPLET,EFTA_FOR,NR,M,LU	1 	: 	: 	3 
Y55-59,COMPLET,EFTA_FOR,NR,M,MT	4 	2 	4 	4 
Y55-59,COMPLET,EFTA_FOR,NR,M,NO	5 	13 	24 	17 
Y55-59,COMPLET,EFTA_FOR,NR,M,PL	9 ep	18 p	11 p	0 
Y55-59,COMPLET,EFTA_FOR,NR,M,RO	6 	6 	0 	1 
Y55-59,COMPLET,EFTA_FOR,NR,M,SE	48 	47 	42 	47 
Y55-59,COMPLET,EFTA_FOR,NR,M,SI	1 	0 	2 	0 
Y55-59,COMPLET,EFTA_FOR,NR,M,UK	37 	4 	18 	15 
Y55-59,COMPLET,EFTA_FOR,NR,T,AT	24 	24 	20 	18 
Y55-59,COMPLET,EFTA_FOR,NR,T,BE	13 	9 	11 	10 
Y55-59,COMPLET,EFTA_FOR,NR,T,BG	0 	2 	2 p	3 p
Y55-59,COMPLET,EFTA_FOR,NR,T,EL	4 b	3 	3 	4 
Y55-59,COMPLET,EFTA_FOR,NR,T,ES	172 	152 	185 	147 
Y55-59,COMPLET,EFTA_FOR,NR,T,FI	1 	2 	3 	0 
Y55-59,COMPLET,EFTA_FOR,NR,T,HR	1 	6 	7.0 	2.0 
Y55-59,COMPLET,EFTA_FOR,NR,T,IE	4 	2 	1 	1 
Y55-59,COMPLET,EFTA_FOR,NR,T,IS	1 	2 	2 	1 
Y55-59,COMPLET,EFTA_FOR,NR,T,IT	55 	45 	52 	54 
Y55-59,COMPLET,EFTA_FOR,NR,T,LT	0 	2 	2 	2 
Y55-59,COMPLET,EFTA_FOR,NR,T,LU	4 	: 	: 	5 
Y55-59,COMPLET,EFTA_FOR,NR,T,MT	6 	4 	6 	6 
Y55-59,COMPLET,EFTA_FOR,NR,T,NO	11 	26 	31 	23 
Y55-59,COMPLET,EFTA_FOR,NR,T,PL	9 ep	18 p	11 p	0 
Y55-59,COMPLET,EFTA_FOR,NR,T,RO	7 	7 	0 	1 
Y55-59,COMPLET,EFTA_FOR,NR,T,SE	80 	82 	75 	93 
Y55-59,COMPLET,EFTA_FOR,NR,T,SI	2 	0 	4 	0 
Y55-59,COMPLET,EFTA_FOR,NR,T,UK	75 	41 	42 	32 
Y55-59,COMPLET,EU28_FOR,NR,F,AT	776 	741 	683 	661 
Y55-59,COMPLET,EU28_FOR,NR,F,BE	430 	469 	480 	486 
Y55-59,COMPLET,EU28_FOR,NR,F,BG	29 	44 	50 p	57 p
Y55-59,COMPLET,EU28_FOR,NR,F,EL	494 b	483 	471 	481 
Y55-59,COMPLET,EU28_FOR,NR,F,ES	2651 	2231 	2062 	1950 
Y55-59,COMPLET,EU28_FOR,NR,F,FI	61 	59 	87 	119 
Y55-59,COMPLET,EU28_FOR,NR,F,HR	56 	66 	76.0 	41.0 
Y55-59,COMPLET,EU28_FOR,NR,F,IE	310 	218 	123 	134 
Y55-59,COMPLET,EU28_FOR,NR,F,IS	37 	33 	29 	29 
Y55-59,COMPLET,EU28_FOR,NR,F,IT	2178 	2256 	2367 	2896 
Y55-59,COMPLET,EU28_FOR,NR,F,LT	4 	2 	3 	4 
Y55-59,COMPLET,EU28_FOR,NR,F,LU	163 	: 	: 	153 
Y55-59,COMPLET,EU28_FOR,NR,F,MT	175 	146 	114 	85 
Y55-59,COMPLET,EU28_FOR,NR,F,NO	116 	112 	148 	138 
Y55-59,COMPLET,EU28_FOR,NR,F,PL	99 ep	160 p	296 p	310 
Y55-59,COMPLET,EU28_FOR,NR,F,RO	18 	33 	11 	22 
Y55-59,COMPLET,EU28_FOR,NR,F,SE	205 	227 	192 	200 
Y55-59,COMPLET,EU28_FOR,NR,F,SI	34 	33 	43 	31 
Y55-59,COMPLET,EU28_FOR,NR,F,UK	1042 	392 	429 	722 
Y55-59,COMPLET,EU28_FOR,NR,M,AT	863 	846 	771 	713 
Y55-59,COMPLET,EU28_FOR,NR,M,BE	644 	652 	641 	618 
Y55-59,COMPLET,EU28_FOR,NR,M,BG	99 	80 	86 p	120 p
Y55-59,COMPLET,EU28_FOR,NR,M,EL	342 b	328 	332 	273 
Y55-59,COMPLET,EU28_FOR,NR,M,ES	2807 	2396 	2271 	1990 
Y55-59,COMPLET,EU28_FOR,NR,M,FI	101 	96 	125 	99 
Y55-59,COMPLET,EU28_FOR,NR,M,HR	90 	99 	76.0 	59.0 
Y55-59,COMPLET,EU28_FOR,NR,M,IE	390 	289 	150 	142 
Y55-59,COMPLET,EU28_FOR,NR,M,IS	103 	48 	39 	37 
Y55-59,COMPLET,EU28_FOR,NR,M,IT	611 	556 	572 	741 
Y55-59,COMPLET,EU28_FOR,NR,M,LT	25 	19 	24 	20 
Y55-59,COMPLET,EU28_FOR,NR,M,LU	233 	: 	: 	268 
Y55-59,COMPLET,EU28_FOR,NR,M,MT	206 	175 	133 	102 
Y55-59,COMPLET,EU28_FOR,NR,M,NO	205 	237 	321 	290 
Y55-59,COMPLET,EU28_FOR,NR,M,PL	678 ep	825 p	1179 p	1350 
Y55-59,COMPLET,EU28_FOR,NR,M,RO	206 	296 	66 	65 
Y55-59,COMPLET,EU28_FOR,NR,M,SE	342 	330 	316 	314 
Y55-59,COMPLET,EU28_FOR,NR,M,SI	113 	106 	104 	106 
Y55-59,COMPLET,EU28_FOR,NR,M,UK	2791 	1203 	965 	523 
Y55-59,COMPLET,EU28_FOR,NR,T,AT	1639 	1587 	1454 	1374 
Y55-59,COMPLET,EU28_FOR,NR,T,BE	1074 	1121 	1121 	1104 
Y55-59,COMPLET,EU28_FOR,NR,T,BG	128 	124 	136 p	177 p
Y55-59,COMPLET,EU28_FOR,NR,T,EL	836 b	811 	803 	754 
Y55-59,COMPLET,EU28_FOR,NR,T,ES	5458 	4627 	4333 	3940 
Y55-59,COMPLET,EU28_FOR,NR,T,FI	162 	155 	212 	218 
Y55-59,COMPLET,EU28_FOR,NR,T,HR	146 	165 	152.0 	100.0 
Y55-59,COMPLET,EU28_FOR,NR,T,IE	700 	507 	273 	276 
Y55-59,COMPLET,EU28_FOR,NR,T,IS	140 	81 	68 	66 
Y55-59,COMPLET,EU28_FOR,NR,T,IT	2789 	2812 	2939 	3637 
Y55-59,COMPLET,EU28_FOR,NR,T,LT	29 	21 	27 	24 
Y55-59,COMPLET,EU28_FOR,NR,T,LU	396 	: 	: 	421 
Y55-59,COMPLET,EU28_FOR,NR,T,MT	381 	321 	247 	187 
Y55-59,COMPLET,EU28_FOR,NR,T,NO	321 	349 	469 	428 
Y55-59,COMPLET,EU28_FOR,NR,T,PL	777 ep	985 p	1475 p	1660 
Y55-59,COMPLET,EU28_FOR,NR,T,RO	224 	329 	77 	87 
Y55-59,COMPLET,EU28_FOR,NR,T,SE	547 	557 	508 	514 
Y55-59,COMPLET,EU28_FOR,NR,T,SI	147 	139 	147 	137 
Y55-59,COMPLET,EU28_FOR,NR,T,UK	3833 	1595 	1394 	1245 
Y55-59,COMPLET,EXT_FOR_HDI,NR,F,AT	332 	520 	317 	271 
Y55-59,COMPLET,EXT_FOR_HDI,NR,F,BE	409 	475 	345 	325 
Y55-59,COMPLET,EXT_FOR_HDI,NR,F,BG	330 	354 	390 p	343 p
Y55-59,COMPLET,EXT_FOR_HDI,NR,F,EL	281 b	107 	62 	125 
Y55-59,COMPLET,EXT_FOR_HDI,NR,F,ES	4856 	3628 	3042 	2829 
Y55-59,COMPLET,EXT_FOR_HDI,NR,F,FI	112 	106 	118 	101 
Y55-59,COMPLET,EXT_FOR_HDI,NR,F,HR	117 	125 	142.0 	183.0 
Y55-59,COMPLET,EXT_FOR_HDI,NR,F,IE	83 	99 	50 	45 
Y55-59,COMPLET,EXT_FOR_HDI,NR,F,IS	16 	7 	2 	11 
Y55-59,COMPLET,EXT_FOR_HDI,NR,F,IT	2965 	2821 	3181 	4198 
Y55-59,COMPLET,EXT_FOR_HDI,NR,F,LT	70 	77 	87 	62 
Y55-59,COMPLET,EXT_FOR_HDI,NR,F,LU	64 	: 	: 	45 
Y55-59,COMPLET,EXT_FOR_HDI,NR,F,MT	56 	64 	53 	31 
Y55-59,COMPLET,EXT_FOR_HDI,NR,F,NO	186 	121 	150 	122 
Y55-59,COMPLET,EXT_FOR_HDI,NR,F,PL	785 ep	1412 p	1177 p	1237 
Y55-59,COMPLET,EXT_FOR_HDI,NR,F,RO	545 	372 	649 	372 
Y55-59,COMPLET,EXT_FOR_HDI,NR,F,SE	859 	569 	527 	476 
Y55-59,COMPLET,EXT_FOR_HDI,NR,F,SI	54 	68 	46 	46 
Y55-59,COMPLET,EXT_FOR_HDI,NR,F,UK	931 	1277 	1351 	1249 
Y55-59,COMPLET,EXT_FOR_HDI,NR,M,AT	343 	514 	290 	233 
Y55-59,COMPLET,EXT_FOR_HDI,NR,M,BE	444 	570 	425 	400 
Y55-59,COMPLET,EXT_FOR_HDI,NR,M,BG	216 	251 	266 p	197 p
Y55-59,COMPLET,EXT_FOR_HDI,NR,M,EL	522 b	134 	52 	101 
Y55-59,COMPLET,EXT_FOR_HDI,NR,M,ES	2994 	2315 	2137 	1915 
Y55-59,COMPLET,EXT_FOR_HDI,NR,M,FI	140 	98 	78 	88 
Y55-59,COMPLET,EXT_FOR_HDI,NR,M,HR	233 	165 	114.0 	132.0 
Y55-59,COMPLET,EXT_FOR_HDI,NR,M,IE	133 	109 	67 	79 
Y55-59,COMPLET,EXT_FOR_HDI,NR,M,IS	12 	5 	5 	7 
Y55-59,COMPLET,EXT_FOR_HDI,NR,M,IT	1366 	1300 	1206 	1685 
Y55-59,COMPLET,EXT_FOR_HDI,NR,M,LT	217 	96 	153 	82 
Y55-59,COMPLET,EXT_FOR_HDI,NR,M,LU	57 	: 	: 	59 
Y55-59,COMPLET,EXT_FOR_HDI,NR,M,MT	81 	112 	86 	41 
Y55-59,COMPLET,EXT_FOR_HDI,NR,M,NO	146 	133 	152 	100 
Y55-59,COMPLET,EXT_FOR_HDI,NR,M,PL	810 ep	1167 p	1082 p	983 
Y55-59,COMPLET,EXT_FOR_HDI,NR,M,RO	585 	385 	620 	317 
Y55-59,COMPLET,EXT_FOR_HDI,NR,M,SE	950 	820 	689 	519 
Y55-59,COMPLET,EXT_FOR_HDI,NR,M,SI	134 	132 	101 	105 
Y55-59,COMPLET,EXT_FOR_HDI,NR,M,UK	772 	1359 	2081 	908 
Y55-59,COMPLET,EXT_FOR_HDI,NR,T,AT	675 	1034 	607 	504 
Y55-59,COMPLET,EXT_FOR_HDI,NR,T,BE	853 	1045 	770 	725 
Y55-59,COMPLET,EXT_FOR_HDI,NR,T,BG	546 	605 	656 p	540 p
Y55-59,COMPLET,EXT_FOR_HDI,NR,T,EL	803 b	241 	114 	226 
Y55-59,COMPLET,EXT_FOR_HDI,NR,T,ES	7850 	5943 	5179 	4744 
Y55-59,COMPLET,EXT_FOR_HDI,NR,T,FI	252 	204 	196 	189 
Y55-59,COMPLET,EXT_FOR_HDI,NR,T,HR	350 	290 	256.0 	315.0 
Y55-59,COMPLET,EXT_FOR_HDI,NR,T,IE	216 	208 	117 	124 
Y55-59,COMPLET,EXT_FOR_HDI,NR,T,IS	28 	12 	7 	18 
Y55-59,COMPLET,EXT_FOR_HDI,NR,T,IT	4331 	4121 	4387 	5883 
Y55-59,COMPLET,EXT_FOR_HDI,NR,T,LT	287 	173 	240 	144 
Y55-59,COMPLET,EXT_FOR_HDI,NR,T,LU	121 	: 	: 	104 
Y55-59,COMPLET,EXT_FOR_HDI,NR,T,MT	137 	176 	139 	72 
Y55-59,COMPLET,EXT_FOR_HDI,NR,T,NO	332 	254 	302 	222 
Y55-59,COMPLET,EXT_FOR_HDI,NR,T,PL	1595 ep	2579 p	2259 p	2220 
Y55-59,COMPLET,EXT_FOR_HDI,NR,T,RO	1130 	757 	1269 	689 
Y55-59,COMPLET,EXT_FOR_HDI,NR,T,SE	1809 	1389 	1216 	995 
Y55-59,COMPLET,EXT_FOR_HDI,NR,T,SI	188 	200 	147 	151 
Y55-59,COMPLET,EXT_FOR_HDI,NR,T,UK	1703 	2636 	3432 	2157 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,F,AT	147 	187 	191 	168 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,F,BE	102 	100 	110 	107 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,F,BG	293 	309 	322 p	295 p
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,F,EL	106 b	32 	31 	84 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,F,ES	3038 	2219 	1809 	1641 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,F,FI	78 	80 	82 	69 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,F,HR	109 	113 	131.0 	168.0 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,F,IE	18 	17 	9 	9 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,F,IS	6 	3 	0 	3 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,F,IT	1873 	1852 	2143 	2990 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,F,LT	63 	69 	85 	55 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,F,LU	20 	: 	: 	18 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,F,MT	26 	38 	32 	13 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,F,NO	42 	31 	39 	38 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,F,PL	638 ep	1219 p	861 p	944 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,F,RO	113 	38 	71 	30 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,F,SE	109 	106 	90 	96 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,F,SI	45 	56 	42 	40 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,F,UK	120 	54 	106 	246 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,M,AT	133 	139 	157 	119 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,M,BE	116 	98 	80 	91 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,M,BG	168 	177 	186 p	139 p
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,M,EL	50 b	11 	11 	54 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,M,ES	1657 	1181 	1088 	964 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,M,FI	84 	57 	46 	51 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,M,HR	217 	154 	103.0 	123.0 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,M,IE	25 	21 	20 	20 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,M,IS	6 	3 	2 	1 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,M,IT	683 	605 	525 	848 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,M,LT	200 	82 	143 	75 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,M,LU	19 	: 	: 	31 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,M,MT	46 	65 	50 	20 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,M,NO	23 	22 	35 	23 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,M,PL	569 ep	938 p	626 p	557 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,M,RO	134 	60 	74 	46 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,M,SE	114 	103 	97 	93 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,M,SI	131 	123 	98 	99 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,M,UK	130 	105 	251 	392 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,T,AT	280 	326 	348 	287 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,T,BE	218 	198 	190 	198 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,T,BG	461 	486 	508 p	434 p
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,T,EL	156 b	43 	42 	138 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,T,ES	4695 	3400 	2897 	2605 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,T,FI	162 	137 	128 	120 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,T,HR	326 	267 	234.0 	291.0 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,T,IE	43 	38 	29 	29 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,T,IS	12 	6 	2 	4 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,T,IT	2556 	2457 	2668 	3838 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,T,LT	263 	151 	228 	130 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,T,LU	39 	: 	: 	49 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,T,MT	72 	103 	82 	33 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,T,NO	65 	53 	74 	61 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,T,PL	1207 ep	2157 p	1487 p	1501 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,T,RO	247 	98 	145 	76 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,T,SE	223 	209 	187 	189 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,T,SI	176 	179 	140 	139 
Y55-59,COMPLET,EXT_FOR_HDI_H,NR,T,UK	250 	159 	357 	638 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,F,AT	47 	94 	22 	25 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,F,BE	91 	110 	73 	79 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,F,BG	2 	0 	1 p	2 p
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,F,EL	16 b	10 	5 	10 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,F,ES	86 	82 	54 	87 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,F,FI	12 	11 	8 	11 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,F,HR	0 	0 	0.0 	0.0 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,F,IE	22 	27 	12 	15 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,F,IS	0 	0 	0 	1 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,F,IT	143 	123 	120 	154 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,F,LT	1 	1 	0 	0 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,F,LU	11 	: 	: 	6 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,F,MT	7 	2 	0 	1 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,F,NO	27 	22 	27 	23 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,F,PL	0 ep	0 p	4 p	0 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,F,RO	2 	0 	1 	2 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,F,SE	141 	88 	100 	97 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,F,SI	0 	0 	0 	0 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,F,UK	119 	128 	69 	134 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,M,AT	57 	93 	31 	23 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,M,BE	114 	147 	110 	102 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,M,BG	4 	8 	4 p	0 p
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,M,EL	55 b	27 	8 	15 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,M,ES	208 	191 	168 	157 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,M,FI	13 	13 	3 	10 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,M,HR	1 	0 	0.0 	0.0 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,M,IE	40 	30 	11 	18 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,M,IS	0 	0 	0 	0 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,M,IT	147 	140 	130 	135 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,M,LT	0 	1 	2 	1 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,M,LU	10 	: 	: 	6 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,M,MT	8 	10 	4 	2 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,M,NO	27 	30 	32 	33 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,M,PL	49 ep	13 p	26 p	32 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,M,RO	1 	6 	11 	7 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,M,SE	117 	122 	120 	116 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,M,SI	0 	1 	1 	1 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,M,UK	110 	251 	779 	47 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,T,AT	104 	187 	53 	48 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,T,BE	205 	257 	183 	181 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,T,BG	6 	8 	5 p	2 p
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,T,EL	71 b	37 	13 	25 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,T,ES	294 	273 	222 	244 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,T,FI	25 	24 	11 	21 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,T,HR	1 	0 	0.0 	0.0 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,T,IE	62 	57 	23 	33 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,T,IS	0 	0 	0 	1 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,T,IT	290 	263 	250 	289 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,T,LT	1 	2 	2 	1 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,T,LU	21 	: 	: 	12 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,T,MT	15 	12 	4 	3 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,T,NO	54 	52 	59 	56 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,T,PL	49 ep	13 p	30 p	32 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,T,RO	3 	6 	12 	9 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,T,SE	258 	210 	220 	213 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,T,SI	0 	1 	1 	1 
Y55-59,COMPLET,EXT_FOR_HDI_L,NR,T,UK	229 	379 	848 	181 
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,F,AT	110 	215 	85 	52 
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,F,BE	178 	223 	126 	100 
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,F,BG	30 	42 	58 p	36 p
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,F,EL	147 b	56 	16 	20 
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,F,ES	1372 	1024 	890 	837 
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,F,FI	22 	14 	24 	18 
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,F,HR	3 	5 	4.0 	5.0 
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,F,IE	30 	43 	16 	17 
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,F,IS	6 	2 	2 	4 
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,F,IT	831 	756 	805 	943 
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,F,LT	4 	6 	1 	5 
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,F,LU	20 	: 	: 	15 
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,F,MT	14 	17 	13 	11 
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,F,NO	101 	60 	70 	43 
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,F,PL	118 ep	167 p	254 p	206 
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,F,RO	423 	322 	574 	338 
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,F,SE	575 	337 	307 	256 
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,F,SI	8 	7 	1 	6 
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,F,UK	544 	895 	962 	699 
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,M,AT	113 	248 	81 	60 
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,M,BE	150 	258 	187 	147 
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,M,BG	38 	52 	57 p	38 p
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,M,EL	411 b	91 	28 	27 
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,M,ES	776 	671 	608 	546 
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,M,FI	33 	22 	21 	17 
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,M,HR	6 	6 	3.0 	3.0 
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,M,IE	45 	39 	24 	29 
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,M,IS	3 	1 	0 	4 
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,M,IT	416 	465 	437 	572 
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,M,LT	14 	11 	5 	4 
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,M,LU	20 	: 	: 	16 
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,M,MT	19 	28 	21 	12 
Y55-59,COMPLET,EXT_FOR_HDI_M,NR,M,NO	77 	58 	54 	22 
